employee_id,stadtteil,lat,lon,hat_auto
EMP0001,Poppenbüttel,53.66251765559982,10.069616965241105,True
EMP0002,Norderstedt,53.708102265873876,10.048248579547462,True
EMP0003,Norderstedt,53.67256762213461,9.959442266109582,False
EMP0004,Langenhorn,53.66434431199659,9.992296385163353,True
EMP0005,Bramfeld,53.60551214987701,10.068412158037631,True
EMP0006,Elmshorn,53.745159880986435,9.713851675155963,True
EMP0007,Norderstedt,53.740020130340916,9.998617279187007,True
EMP0008,Rahlstedt,53.63302225205886,10.192884967642362,False
EMP0009,Lokstedt,53.593394345855856,9.958428621683073,False
EMP0010,Barmbek-Süd,53.5766113770125,10.05152748631311,True
EMP0011,Osdorf,53.5734741619237,9.841521216736938,True
EMP0012,Bad Oldesloe,53.80185533113915,10.36406682345358,True
EMP0013,Ahrensburg,53.644608751656214,10.236698772732263,True
EMP0014,Schnelsen,53.652055698921046,9.935108107746965,True
EMP0015,Elmshorn,53.76789694878395,9.663015769566178,True
EMP0016,Barmbek-Nord,53.58821318186619,10.060691705702938,True
EMP0017,Norderstedt,53.69556405644564,10.031874019492397,False
EMP0018,Stellingen,53.59801575963397,9.92952504617629,True
EMP0019,Eidelstedt,53.592682306584045,9.904218202977786,True
EMP0020,Lokstedt,53.60457032136724,9.9632571677695,True
EMP0021,Norderstedt,53.708528820361266,10.029117484685402,True
EMP0022,Stellingen,53.59369165301273,9.939608875556136,True
EMP0023,Eimsbüttel,53.5714797317699,9.9748800381058,False
EMP0024,Altona-Altstadt,53.556163874136445,9.95764999617847,True
EMP0025,Lokstedt,53.60083585279354,9.951348591779267,True
EMP0026,Bramfeld,53.616317913913505,10.078817034107038,True
EMP0027,Winterhude,53.58295324005351,10.01249404516433,True
EMP0028,Elmshorn,53.75576315990984,9.641928770133815,True
EMP0029,Lurup,53.601290977795195,9.872600338744489,True
EMP0030,Wandsbek,53.580124803201585,10.099484835209529,False
EMP0031,Langenhorn,53.65454449066145,10.025291499487034,True
EMP0032,Altona-Nord,53.56897705886291,9.950066007677412,True
EMP0033,Winterhude,53.60309552913502,10.02312532582864,True
EMP0034,Schnelsen,53.6320975252189,9.902218288156142,True
EMP0035,Barmbek-Nord,53.590032748465276,10.035739952091566,False
EMP0036,Elmshorn,53.77082973900643,9.646487139632667,True
EMP0037,Rahlstedt,53.60623240905197,10.178227153985164,True
EMP0038,St. Pauli,53.544689332752164,9.970925905061183,False
EMP0039,Pinneberg,53.64385732334009,9.820069837436707,True
EMP0040,Henstedt-Ulzburg,53.78739742169374,9.98336436671375,True
EMP0041,Eimsbüttel,53.570603077107,9.965878855888871,True
EMP0042,Elmshorn,53.76548472817055,9.643511046228625,False
EMP0043,St. Pauli,53.54653126214926,9.968483269724722,True
EMP0044,Barmbek-Süd,53.584661951523984,10.034448911972525,False
EMP0045,Altona-Nord,53.565069234085016,9.955426873951902,False
EMP0046,Lokstedt,53.607136554468006,9.948144728128616,False
EMP0047,Ahrensburg,53.63921802749968,10.192051756788077,True
EMP0048,Eppendorf,53.588607102964566,9.983485930955382,True
EMP0049,Bahrenfeld,53.56212592833933,9.913666594587337,True
EMP0050,Ahrensburg,53.64147455785444,10.223715017602212,True
EMP0051,Elmshorn,53.753057552947844,9.640946732068738,True
EMP0052,Ottensen,53.55787312418711,9.915962293278591,True
EMP0053,Winterhude,53.5939524446719,10.016784812510043,True
EMP0054,Lokstedt,53.59249202752195,9.955650501932853,False
EMP0055,Osdorf,53.58587668112079,9.850686862234088,True
EMP0056,Henstedt-Ulzburg,53.79058368150493,10.053488526410494,True
EMP0057,Langenhorn,53.68082299190793,10.003777567858686,True
EMP0058,Norderstedt,53.6869560201168,10.049382111564594,True
EMP0059,Winterhude,53.59338101309652,10.020672900834331,True
EMP0060,Norderstedt,53.69508272842911,10.055787596596018,True
EMP0061,Pinneberg,53.646738560106144,9.804224539015056,True
EMP0062,Alsterdorf,53.608554051769474,9.999910375063651,True
EMP0063,Henstedt-Ulzburg,53.79639868546311,10.049407217646968,True
EMP0064,Eppendorf,53.601526728040284,9.983715560578135,True
EMP0065,Ahrensburg,53.673484122437316,10.20256139479974,True
EMP0066,Wandsbek,53.57918572949469,10.070633829415717,True
EMP0067,Eimsbüttel,53.56592457271121,9.964601794205638,False
EMP0068,Eimsbüttel,53.57834944473533,9.951635338926257,True
EMP0069,Eimsbüttel,53.574857760455615,9.95829653910309,True
EMP0070,Henstedt-Ulzburg,53.75038148775144,10.007853591810488,True
EMP0071,Elmshorn,53.7477884379304,9.655574092568534,False
EMP0072,Bahrenfeld,53.565062042927124,9.910604752780136,True
EMP0073,Norderstedt,53.68618373734436,10.026850476651674,False
EMP0074,Bahrenfeld,53.56686661601102,9.89633582784482,True
EMP0075,Eimsbüttel,53.57252836107869,9.94184134917133,True
EMP0076,Langenhorn,53.648724625536445,10.015945804946659,True
EMP0077,Alsterdorf,53.6132385287945,10.018530240586152,True
EMP0078,Ohlsdorf,53.61941785785193,10.044774606626039,True
EMP0079,Barmbek-Nord,53.58895312094174,10.060051587695146,False
EMP0080,Poppenbüttel,53.64478060128434,10.08768015893326,False
EMP0081,Norderstedt,53.70689644328557,9.958915759386112,True
EMP0082,Stellingen,53.583297944855694,9.921720460505705,True
EMP0083,Bramfeld,53.634361752609955,10.105969756375819,False
EMP0084,Barmbek-Nord,53.59229903481193,10.056835381663078,True
EMP0085,Barmbek-Nord,53.593331378012,10.040491057296462,True
EMP0086,Barmbek-Süd,53.5832701580215,10.047285060646184,False
EMP0087,Winterhude,53.594036753944934,10.006185903724052,True
EMP0088,Elmshorn,53.772193976243535,9.66603613734721,True
